TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
1.811156463,1.16239,0.937912,0.625967,0.918243,1.10945,0.0738973,0.256108,0.461654,0.129022,0.0016505,0.743691,0.276067
1.857596372,0.955973,1.01101,0.780909,0.922335,0.731976,0.0784266,0.932468,0.862004,0.0781989,0.115142,0.463846,0.252518
1.904036281,0.986825,1.64807,1.53436,0.00301701,0.448828,0.14171,0.72754,0.596437,0.0187587,0.103422,0.833835,0.336461
1.950476190,0.150461,1.04129,1.90234,0.222161,0.361085,0.0290863,0.602605,0.243026,0.217682,0,1.24447,0.725769
1.996916100,0.530821,0.881337,1.60895,0.0237856,0.812625,0.401471,0.0539143,0.0510023,0.259317,0,1.63267,0.37222
2.043356009,0.475539,0.616099,1.32496,0.32031,0.385951,0.748483,0.785599,0.0375825,0.478881,0.142717,1.28172,0.502109
2.089795918,0.713804,0.958807,1.18975,0.589897,0.333616,0.998203,0.864159,0.0185157,0.519955,0.238276,0.941578,0.845926
2.136235828,0.864495,1.14383,0.742373,0.728041,0.317086,1.15935,0.921352,0.0122224,0.577209,0.318727,1.00252,0.872618
2.182675737,0.989514,1.08903,0.28468,0.9795,0.306022,1.19642,0.99317,0.0176428,0.516919,0.427439,1.00155,0.856307
2.229115646,0.915335,0.952031,0.256313,1.31208,0.371054,1.23508,0.94492,0.0278145,0.462443,0.42397,0.876787,0.832447
2.275555556,0.369706,1.10724,0.183804,1.81484,0.256641,0.293002,0.509088,0.733835,0.47577,0.364629,0.910771,0.529179
2.321995465,0.403051,1.00034,0.212249,1.0641,0.589952,0.425081,0.522773,0.916392,0.633446,0.247399,0.130417,0.651179
2.368435374,0.447163,0.835092,0.637093,0.751058,0.574636,0.482893,0.317927,0.614204,0.715312,0.108121,0.139582,0.760497
2.414875283,0.363565,0.760083,0.222093,0.205592,0.619124,0.350043,0,0.40722,0.521414,0.180137,0.588495,1.19679
2.461315193,1.64698,0.640473,0.243485,0.104819,1.04859,0.744955,0.0146345,0.0561219,0.582281,0.333192,0.734529,1.05707
2.507755102,1.51564,0.647876,0.0664011,0.358871,0.749923,0.591549,0.0236436,0.125036,0.601095,0.481095,0.885631,0.997624
2.554195011,1.63016,0.646504,0.105798,0.584911,0.77916,0.546947,0.0115201,0.130395,0.385766,0.482935,0.862976,0.852563
2.600634921,1.55265,0.656983,0.81043,0.295211,0.652873,0.530531,0.0129759,0.157886,0.332994,0.371012,0.808066,0.839754
2.647074830,1.43884,0.680659,1.08176,0.205873,0.699866,0.418362,0.0137815,0.196141,0.0826476,0.338174,0.718985,0.770026
2.693514739,1.23439,0.799491,1.22593,0.0585688,0.727091,0.341001,0.0121556,0.342652,0.0977234,0.323157,0.598701,0.730247
2.739954649,1.33372,1.00164,1.48171,0.418715,0.643699,0.230433,0,0.801916,0.0659522,0.279521,0.297137,0.668005
2.786394558,1.1001,1.10222,1.86642,1.09546,0.0349341,0.173445,0.0558387,1.11446,0.11428,0.468397,0.00185888,0.214811
2.832834467,0.49815,1.22854,2.00003,0.249593,0.420873,0.0938596,0.701796,0.782648,0.473281,0.611359,0.710069,0.171622
2.879274376,0.238495,1.18218,1.01127,0.17719,0.878212,0.357619,0.718737,0.342437,0.416699,0.615497,1.4155,0.283056
2.925714286,0.621282,1.23651,0.735911,0.474376,0.472255,1.07215,0.130537,0.12353,0.59428,0.608449,0.73001,0.502184
2.972154195,0.40961,1.21858,0.0856136,0.693008,0.339444,0.899076,0.866655,0,0.724912,0.718271,0.770799,0.727526
3.018594104,0.485155,1.45834,0.137686,0.918109,0.244446,0.98478,1.04851,0.00359545,0.58207,0.71142,0.901979,0.84404
3.065034014,0.544655,1.42527,0.266025,0.943446,0.306447,0.927367,1.06049,0,0.602117,0.652152,0.933887,0.84736
3.111473923,0.483385,1.36094,0.301979,1.03853,0.331918,0.776967,0.991514,0.19778,0.513463,0.572341,0.921414,0.828414
3.157913832,1.5385,0.261944,0.535756,0.939142,0.840019,0.435486,0.633267,0.518202,0.0589751,0.367142,0.82898,0.405628
3.204353741,1.68499,0.241385,0.612899,1.01131,0.933276,0.268652,0.914681,0.545765,0.0343833,0.646972,0.000205741,0.199105
3.250793651,2.14469,0.23857,0.596567,0.801039,0.517533,0.00680699,0.980897,0.223206,0.0364146,1.35768,0.176738,0.263472
3.297233560,2.33414,0.239468,0.524094,0.674789,0.617316,0.00370974,0.947578,0.0584479,0.057216,1.42619,0.37108,0.312094
3.343673469,1.98453,0.425931,0.386442,0.461539,0.69063,0,0.852703,0.202512,0.0553082,1.3801,0.355736,0.348648
3.390113379,1.4561,1.25146,0.738043,0.106226,0.744968,0.730835,0.779029,0.059777,0.407636,0.757209,0.665424,0.300349
3.436553288,0.94259,1.47245,1.14376,0.209444,0.742727,0.310827,1.27452,0.0415702,0.499648,0.518215,0.787871,0.0357598
3.482993197,0.738255,1.01256,1.5583,0.327911,0.675105,0.388842,1.19808,0.0216134,0.44004,0.35886,0.974169,0.0296918
3.529433107,0.641325,0.949497,1.7048,0.310178,0.60388,0.304779,1.12643,0,0.446324,0.35599,0.983544,0.00547015
3.575873016,0.591204,0.984838,1.7929,0.416197,0.638604,0.306932,1.06583,0.035392,0.238659,0.313423,0.893634,0
3.622312925,0.470769,0.950364,1.81037,0.369177,0.715238,0.276989,0.416627,0.181958,0.378473,0.371001,1.35191,0.0413746
3.668752834,0.600036,0.892641,0.989754,0.531705,0.191302,0.667385,0.096931,0.262588,0.999205,0.118346,1.05837,0.278243
3.715192744,0.404333,1.01176,0.906127,0.997466,0.0264354,0.640705,0.135109,0.430893,0.914323,0.70025,0.794569,0.604729
3.761632653,0.0485567,0.892335,0.980452,1.06779,0.0215981,0.807381,0.217792,0.501126,0.92462,0.715905,0.716758,0.572011
3.808072562,0.000278938,0.583169,1.1519,0.629398,0.0252837,0.718605,0.27671,1.14838,0.741237,0.472841,0.988061,0.552394
3.854512472,0.323431,0.734446,1.3734,1.11988,0.302102,0.74745,0.00710689,1.61989,0.427417,0.0623889,1.19376,0.478836
3.900952381,1.14932,0.286739,0.00837445,1.79034,0.315911,0.755581,0.0814525,1.04296,0.552154,0.349036,0.835413,0.705129
3.947392290,1.25576,0.571484,0.0806479,1.58358,0.349191,1.04025,0.518604,0.391585,0.450296,0.62694,0.924981,1.07893
3.993832200,1.1819,0.590308,0.242954,1.23313,0.314304,1.07392,0.628707,0,0.434461,0.713541,0.990688,1.11734
4.040272109,1.15974,0.498343,0.29049,1.22191,0.300551,0.970315,0.778323,0,0.488462,0.620014,0.97599,1.05706
4.086712018,1.22512,0.261188,0.436643,1.33222,0.343069,1.04021,0.765577,0.190049,0.436936,0.524569,0.951083,0.95798
4.133151927,0.172879,0.412739,0.5571,1.58297,0.661031,0.903763,0.0342695,0.899422,0.136966,0.376368,0.83717,0.61128
4.179591837,0.67606,0.71981,0.835806,1.21134,0.0415513,0.27451,1.02899,0.264453,0.210448,0.75427,0.297899,1.13568
4.226031746,0.72668,0.766245,1.05473,0.814444,0.00939178,0.0528638,1.16627,0.0326387,0.223527,0.834801,0.356775,1.40594
4.272471655,0.392122,0.346785,0.771031,0.913416,0.597478,0.268631,0.129519,0.0506324,0.727889,0.374072,0.973458,1.77089
4.318911565,0.64709,0.696568,0.547598,0.947652,0.807661,0.736451,0.0991144,0.0388756,0.984152,0.504082,0.623565,1.37979
4.365351474,0.610256,0.738429,0.532486,0.80809,0.801494,0.571758,0.109281,0.0466103,1.12654,0.554318,0.740737,1.33447
4.411791383,0.471873,0.667027,0.48224,0.880034,0.824479,0.469907,0.123503,0.123369,0.905356,0.380339,0.800334,1.16819
4.458231293,0.485378,0.567796,0.626615,0.852201,0.710835,0.435039,0.0820735,0,0.875998,0.386975,0.838642,1.20973
4.504671202,0.416888,0.54995,0.664198,0.983012,0.792653,0.359111,0.0625911,0.0478329,0.565585,0.394645,0.806137,1.19046
4.551111111,0.296972,0.445814,0.729568,1.02675,0.738639,0.386479,0,0.205964,0.411825,0.382357,0.765441,1.14084
4.597551020,0.282212,0.866957,1.47664,1.08105,0.693551,0.241297,0,0.912604,0.303077,0.9871,1.25467,0.0463612
4.643990930,0.560394,1.16413,1.16564,0.742369,0.570175,0.0936159,0.00730606,1.06844,0.171243,1.04819,1.08064,0.226031
4.690430839,0.624168,1.19828,1.07133,0.119076,1.35531,0.0940341,0.00464983,1.16917,0.524905,0.515978,0.757,0.194512
4.736870748,0.452393,1.8857,0.198416,0.72008,0.554324,1.42012,0.00377673,0.114719,0.229529,1.05137,0.581661,0.323835
4.783310658,0.717359,1.40866,0.0661788,0.858109,0.297491,0.985911,0.614663,0.0595162,0.503409,1.03061,0.809991,0.445258
4.829750567,0.564458,1.18358,0.0510171,0.852542,0.360771,0.849993,1.06005,0.0644268,0.746391,0.698429,0.878856,0.355969
4.876190476,0.619606,1.30644,0.169957,0.962239,0.311252,0.899841,0.99794,0,0.598697,0.568096,0.947392,0.392046
4.922630385,0.648664,1.26087,0.265215,1.01812,0.275806,0.856785,0.986001,0,0.650778,0.565469,0.973535,0.421991
4.969070295,0.701129,1.12626,0.298563,1.057,0.289274,0.760866,0.930575,0,0.636886,0.567422,0.948366,0.575567
5.015510204,0.250488,1.20162,0.269503,0.840191,0.442831,0.633408,0.111275,0.0686605,0.280453,0.837516,0.854132,0.926724
5.061950113,0.297171,1.07816,1.65108,0.0933335,0.51069,0.768278,0.0073042,0.564622,0,0.445932,0.703793,0.851913
5.108390023,0.525959,1.13177,1.5226,0.100798,0.480388,0.427503,0.00701979,0.648113,0,0.238803,0.845155,0.935028
5.154829932,0.577714,1.08949,1.51676,0.0450755,0.548299,0.289996,0.00665115,0.678445,0,0.364041,0.941313,0.908243
5.201269841,0.249957,1.00842,1.64915,0.0261274,0.856281,0.622849,0.0149784,0.434907,0.018105,0.315459,0.958048,0.969745
5.247709751,1.14738,0.948266,0.25086,0.0785471,0.731715,0.817402,0.0119116,0.316464,0.660523,0.544005,1.15501,0.748934
5.294149660,1.2098,0.873035,0.284307,0.284811,0.671025,0.667872,0.0907575,0.154496,0.663799,0.355366,1.16858,0.663919
5.340589569,1.23727,0.987928,0.372416,0.469027,0.634328,0.774287,0.0727371,0.193494,0.468795,0.366077,1.13319,0.652445
5.387029478,1.23856,1.01553,0.497023,0.551475,0.57195,0.711385,0.0660394,0.234878,0.388912,0.372467,1.05137,0.668119
5.433469388,1.16483,1.08383,0.631961,0.649673,0.683932,0.603924,0.066174,0.319984,0.100869,0.306941,0.949013,0.592546
5.479909297,1.26728,1.01667,0.917187,0.517583,0.747264,0.421199,0.00129643,0.407931,0.0899311,0.260821,0.707287,0.458726
5.526349206,0.753449,1.21437,1.13248,0.290849,1.23327,0.344259,0,0.713073,0.358849,0.872443,0.218266,0.0756699
5.572789116,1.53759,1.11261,1.32764,0.306029,1.01272,0.403002,0,0.350085,0.748048,0.454059,0.412254,0.0921977
5.619229025,0.732271,1.39742,1.55965,0,0.668542,0.370929,0,0.455257,0.282386,0.08769,0.901019,0.594831
5.665668934,0.101851,1.02038,1.50493,0.00855798,0.605272,0.921053,0.0171377,0.291137,0.390937,0,1.75359,0.71159
5.712108844,0.448915,1.19758,1.08977,0.0156068,0.375729,0.9438,0.0676332,0.0955308,0.554859,0.140764,1.59876,0.690168
5.758548753,0.64262,1.09437,0.984288,0.373387,0.380958,1.11296,0.805492,0.0584815,0.666073,0.222391,0.930463,0.788235
5.804988662,0.778752,1.23136,0.728907,0.593072,0.343968,1.18588,0.917182,0.00482895,0.576917,0.291726,1.01211,0.849434
5.851428571,0.935759,1.20446,0.470306,0.802042,0.311584,1.15514,0.973852,0.0154512,0.553699,0.372236,1.04936,0.806319
5.897868481,0.57429,1.17614,0.711149,1.1887,0.341363,0.929698,0.763087,0.020309,0.385749,0.189904,0.919649,0.942605
5.944308390,0.441422,1.00409,1.4841,0.608563,0.460682,0.612586,0,0.518016,0.13736,0.00205167,1.15442,0.589211
5.990748299,0.507103,0.906807,1.67166,0.0604594,0.318169,0.284018,0,0.931157,0.209247,0.00181678,0.574817,0.652857
6.037188209,0.828111,0.621079,1.47689,0.195306,0.189597,0.0192549,0.160115,0.519878,0.612379,0.00195666,0.349271,0.804034
6.083628118,0.686979,0.451547,1.16204,0.510005,0.204643,0.0236454,0.268986,0.612352,0.609201,0.00163653,0.327688,0.817828
6.130068027,1.56741,0.906843,0.803307,0.367704,0.717423,0.599052,0.16124,0.0378414,0.153373,0.244184,1.28708,0.251148
6.176507937,1.73481,1.07006,1.13301,0.0914169,0.816135,0.637078,0.00779266,0.0371084,0.400384,0.513721,1.69584,0.128448
6.222947846,1.7468,1.0628,1.23494,0.0810171,0.97276,0.523575,0.020952,0.0501639,0.338664,0.436331,1.68927,0
6.269387755,1.58612,1.06617,1.33194,0.0679141,0.987209,0.488869,0.0185278,0.0388391,0.245533,0.321648,1.6398,0.00313487
6.315827664,1.48649,1.04786,1.39035,0.0559843,1.03659,0.421032,0.0201382,0,0.164717,0.313957,1.57019,0
6.362267574,1.21365,1.12334,1.42636,0.0449289,1.21306,0.365726,0.0205498,0.0598089,0.0275944,0.258592,1.3715,0
6.408707483,0.997573,1.22259,1.43249,0.0430051,1.07936,0.258111,0.44167,0.190884,0.0827316,0.248372,0.913693,0.0160647
6.455147392,0.310178,1.01466,2.13348,0.113273,0.514031,0.0885812,0.774274,0.711049,0.571265,0.152238,0.993799,0.0499333
6.501587302,0.460093,1.14545,1.879,0.129624,0.377446,0.0945546,0.816137,0.859143,0.573307,0.0129584,0.968168,0.0784637
6.548027211,0.283588,1.30621,1.20383,0.21634,0.688549,0.823215,0.0553352,0.93497,0.476669,0.750858,0.719895,0.355
6.594467120,0.127757,1.46238,0.782976,0.222356,0.597496,1.10778,0.031305,0.382634,0.374729,0.671515,1.06529,0.562491
6.640907029,0.512015,1.3071,0.0336301,0.197309,0.424419,1.28525,0.633017,0.109639,0.550626,0.931178,0.862879,0.692237
6.687346939,0.703633,1.09653,0.0631947,0.525271,0.430359,1.07409,1.05353,0.0653244,0.504306,1.14661,0.951686,0.830854
6.733786848,0.65947,1.18758,0.195625,0.629142,0.391368,0.933236,1.04198,0,0.480687,0.983795,0.969468,0.898098
6.780226757,0.673399,1.2076,0.273297,0.758597,0.338819,0.823177,1.06347,0,0.506016,0.917069,0.942702,0.861045
6.826666667,0.612254,1.20471,0.289904,0.864106,0.378495,0.989133,0.826854,0,0.392812,0.740221,0.932302,0.848214
6.873106576,0.583156,0.512207,0.907397,0.871241,0.539309,0.801399,0.638434,0.228197,0.156319,0.161878,0.797483,0.239053
6.919546485,0.890239,0.291023,0.896109,0.878358,0.238283,0.830368,0.66397,0.71917,0,0.23004,0.704067,0.475933
6.965986395,1.25051,0.276298,0.782929,1.23532,0.0294135,0.963233,0.831439,0.851509,0.0968951,0.468684,0.574433,0.775119
7.012426304,1.14822,0.287141,0.226968,1.35741,0.119379,0.982478,0.561818,1.16754,0.608841,0.594861,0.36753,0.856841
7.058866213,0.989694,0.322774,0.534487,0.509139,0.914041,1.14558,0.381473,0.406802,0.214193,0.202241,0.935211,1.03334
7.105306122,0.693365,0.242262,0.280355,0.276931,0.945894,0.829932,0.316282,0.070761,1.38013,0.445425,1.11779,0.84072
7.151746032,0.721224,0.213844,0.189803,0.391172,1.11276,0.75385,0.279889,0.0484805,1.31827,0.419854,1.17914,0.768735
7.198185941,0.618934,0.29817,0.233595,0.50259,1.09437,0.670552,0.219246,0.0744916,1.26669,0.244349,1.17951,0.784581
7.244625850,0.610786,0.400318,0.203183,0.884011,1.07328,0.586498,0.184974,0.179611,1.02482,0.154148,1.04603,0.757053
7.291065760,0.393397,0.565292,0.25301,1.12632,0.939201,0.39912,0,1.10166,0.897799,0.194475,0.724151,0.669089
7.337505669,0.124255,0.505396,0.374316,1.63238,0.507568,0.127737,0.00165214,1.82889,0.698128,0.00260176,0.545082,0.320678
7.383945578,0.192935,0.55546,1.4404,0.756701,0.130534,0.0897441,0.176227,1.80134,0.671849,0,0.784284,0.999515
7.430385488,0.776806,0.567498,1.81324,0,0.739372,0.102375,0.534594,1.24808,0.453908,0.00116884,0.651045,0.787005
7.476825397,0.736021,0.569511,1.65378,0,1.15706,0.32351,0.723329,1.13018,0.274702,0.00207646,0.842943,0.696457
7.523265306,0.565582,0.465322,1.77764,0.104487,0.850387,0.390447,0.77699,0.252301,0.17112,0,1.63829,0.907201
7.569705215,0.531209,0.712518,0.0483896,0.969646,0.283295,0.84224,1.37331,0.00674886,0.660723,0.331524,1.32885,0.210751
7.616145125,0.758342,0.884659,0.103831,1.06814,0.245858,0.918561,1.16138,0.0235168,0.513132,0.549661,0.956568,0.322449
7.662585034,0.841242,0.947272,0.234841,1.04883,0.279624,0.905727,1.04824,0.0263125,0.567946,0.544054,0.965633,0.397819
7.709024943,0.926252,0.954306,0.299727,1.20255,0.273193,0.821199,1.03979,0.0396436,0.535081,0.518415,0.972929,0.448844
7.755464853,0.868359,0.814184,0.30846,1.42673,0.309419,0.642973,1.11897,0.102207,0.445869,0.347916,0.897047,0.61332
7.801904762,0.118927,0.50544,0.655162,1.13879,1.20601,0.419496,0.0196934,0.306251,1.25832,0,0.604794,0.984738
7.848344671,0.192163,0.478171,0.555304,0.885045,1.12334,0.622114,0.0120394,0.315821,1.36522,0,0.431829,1.15876
7.894784580,0.52133,0.370647,0.490316,0.968859,1.39697,0.63058,0.00789706,0.0370716,1.2818,0,0.442071,1.06638
7.941224490,0.272375,0.301243,0.254964,1.3267,1.53681,0.630187,0,0.0249035,1.23456,0,0.334822,1.10932
7.987664399,0.378729,1.41923,1.00156,1.45968,0.669903,0.807144,0.0346287,0.200242,0.48386,0,0.789966,0.607115
8.034104308,0.579127,1.28968,0.797076,1.63599,0.407582,0.741211,0.116632,0.0199142,0.533676,0.245642,0.871985,0.590151
8.080544218,0.770387,1.21743,0.848386,1.28742,0.525943,0.638149,0.387304,0.0221195,0.506997,0.138013,1.02238,0.526002
8.126984127,0.682129,1.16362,0.96675,0.88043,0.473369,0.485179,0.429163,0,0.531495,0.0549114,1.15743,0.579478
8.173424036,0.602161,1.13211,1.01767,0.838783,0.50983,0.451406,0.43249,0,0.39187,0.0247848,1.20079,0.56082
8.219863946,0.249692,1.12462,1.08042,0.92048,0.665152,0.368952,0.23018,0.00591034,0.264354,0.000218025,1.18272,0.545594
8.266303855,0.287173,1.09055,0.950808,1.35298,0.688657,0.23954,0,0.644587,0.0392686,0.00071062,0.485441,0.475394
8.312743764,0.203669,1.53078,0.293351,1.86373,0.184714,0.152047,0.455026,0.788048,0.459077,0.551801,0.17538,0.0675635
8.359183673,0.37759,1.71384,0.0375415,1.84542,0.20765,0.174385,0.123419,0.890046,0.816923,0.503049,0.190729,0.167321
8.405623583,0.699414,1.80919,0.195461,1.26935,0.474797,0.354486,0.844967,0.775733,0.224022,1.13239,0.15021,0.483382
8.452063492,0.723965,1.22051,0.59287,0.559222,0.678691,0.947881,0.505747,0.28062,0.297453,0.998389,0.418834,0.856304
8.498503401,1.21239,0.888226,0.530666,0.340657,0.350433,0.858979,0.966535,0,0.388914,1.1658,0.768286,0.835967
8.544943311,0.997666,1.22596,0.65028,0.438588,0.303559,0.860383,1.3011,0.0271637,0.257477,1.14646,0.994116,0.68054
8.591383220,0.949466,1.21615,0.714911,0.512534,0.272895,0.889968,1.28719,0.00516709,0.276082,0.852618,1.01709,0.625249
8.637823129,0.929493,0.112288,0.912251,0.559209,0.367977,0.607754,0.864935,0,0.0809931,0.785655,1.36961,1.32549
8.684263039,0.708821,0.192245,1.86859,0.780736,1.00458,0.243803,0.34643,0,0.0200908,0.603296,1.22608,1.29239
8.730702948,0.673267,0.30341,1.62694,0.958498,0.937328,0.0588499,0.519756,0.441167,0.0301788,0.697808,0.809142,1.23651
8.777142857,0.747086,0.371508,1.55472,0.774423,0.62995,0,0.725186,0.641082,0.0965175,0.500791,0.713738,1.20029
8.823582766,1.10214,0.27462,1.55988,0.493972,0.327259,0,0.848361,0.433891,0.370695,0.336874,0.83019,1.2757
8.870022676,1.12083,0.356104,1.25435,0.647698,0.58741,0.00721292,1.01013,0.564078,0.269713,0.148001,0.393526,0.936026
8.916462585,1.33643,1.26204,0.718302,0.299641,0.934657,0.530616,0.0601109,0.247503,1.16632,0,0.847224,0.157888
8.962902494,1.24632,1.14073,0.139913,0.589649,0.709498,0.564027,0.110007,0.0197932,1.32593,0.242981,1.00259,0.0271847
9.009342404,1.4396,1.04522,0.203363,0.590061,0.819598,0.526269,0.119778,0.0156785,1.21879,0.127544,1.12991,0.013637
9.055782313,1.45821,0.924424,0.356512,0.478526,0.72735,0.505442,0.0979202,0,1.30219,0.0486729,1.18879,0.0298983
9.102222222,1.42671,0.838793,0.417232,0.594675,0.791794,0.406751,0.117412,0,1.11464,0.0116436,1.19379,0
9.148662132,1.31059,0.733704,0.444677,0.6037,0.801912,0.259426,0.127877,0,0.967662,0.0351212,1.06652,0.0159434
9.195102041,1.16287,0.904688,0.892223,0.672211,0.584749,0.0778005,0.739931,0.204515,0.122539,0.227193,0.795896,0.0226769
9.241541950,0.655821,1.452,0.415989,0.953128,0.443911,0.0787749,1.10874,0.58638,0.00534032,0.357594,0.460801,0.145489
9.287981859,1.28024,1.86207,0.690519,0.472431,0.809199,0.125535,0.763372,0.425054,0.0143086,0.217915,0.307083,0.228874
9.334421769,0.905898,1.53834,0.158367,0.397944,1.78115,0.0577744,0.485913,0.988824,0.348064,0.0613701,0.403112,0.432269
9.380861678,0.637532,0.965216,0.241799,0.243209,0.911759,0.54319,1.13367,0.35793,0.433535,0.443233,0.977234,0.541753
9.427301587,0.748781,0.85254,0,0.7008,0.408546,1.04141,1.35963,0.0633984,0.504386,0.430565,0.961646,0.816544
9.473741497,0.951439,1.04331,0.0706372,0.826394,0.321115,1.20595,1.09815,0.0342117,0.489122,0.511771,1.03178,0.871949
9.520181406,0.928063,1.11733,0.223498,0.85042,0.321112,1.16976,0.994971,0.0167613,0.536131,0.409941,1.05188,0.863838
9.566621315,0.796493,1.23027,0.614996,1.07908,0.33281,1.07405,0.962904,0.02216,0.428564,0.324644,0.967378,0.812844
9.613061224,0.536208,0.771618,1.00465,1.33979,0.433242,0.611867,0.245303,0.0296558,0.125931,0.000556621,0.863224,1.0389
9.659501134,0.3466,1.00937,1.74726,0.121344,0.369248,0.155406,0.076609,0.538347,0.309316,0.000782178,1.15527,0.707171
9.705941043,0.390048,0.991936,1.67632,0.113927,0.00790249,0.0462367,0.0617011,0.909509,0.602873,0.000388154,0.602836,0.688648
9.752380952,0.420603,0.790544,1.58583,0.175782,0.503238,0.265883,0.41849,0.525703,0.764847,0.000356835,0.307865,1.00475
9.798820862,0.254299,0.712236,1.2883,0.106047,0.668253,0.37579,0.01575,0.399521,0.708778,0.0115975,0.505544,1.03691
